Mixed array																
2.5																
11																
0																
"Type of measurement (0=app. resistivity,1=resistance)"																
1																
4067																
1																
1																
Chargeability																
msec																
"0.1,  1.0"	C1		C2		P1		P2				a	b	m	n		
4	72.5	0	122.5	0	0	0	2.5	0	-0.00704515	0	30	50	1	2		
4	72.5	0	122.5	0	5	0	7.5	0	-0.00976774	0	30	50	3	4		
4	72.5	0	122.5	0	7.5	0	10	0	-0.01820614	0	30	50	4	5		
4	72.5	0	122.5	0	12.5	0	15	0	-0.03063178	0	30	50	6	7		
4	72.5	0	122.5	0	15	0	17.5	0	-0.00357701	0	30	50	7	8		
4	72.5	0	122.5	0	20	0	22.5	0	-0.02412548	0	30	50	9	10		
4	72.5	0	122.5	0	25	0	27.5	0	-0.01350017	0	30	50	11	12		
4	72.5	0	122.5	0	27.5	0	30	0	-0.02934819	0	30	50	12	13		
4	72.5	0	122.5	0	30	0	32.5	0	-0.00890386	0	30	50	13	14		
4	72.5	0	122.5	0	35	0	37.5	0	-0.04758668	0	30	50	15	16		
4	72.5	0	122.5	0	37.5	0	40	0	-0.1713935	90.08521271	30	50	16	17		
4	72.5	0	122.5	0	40	0	42.5	0	-0.08507505	0	30	50	17	18		
4	72.5	0	122.5	0	45	0	47.5	0	-0.01249507	0	30	50	19	20		
4	72.5	0	122.5	0	80	0	82.5	0	0.2579509	39.58292007	30	50	33	34		
4	72.5	0	122.5	0	100	0	102.5	0	0.06218267	0	30	50	41	42		
4	72.5	0	122.5	0	102.5	0	105	0	0.06634901	0	30	50	42	43		
4	72.5	0	122.5	0	105	0	107.5	0	0.11109	30.81130028	30	50	43	44		
4	72.5	0	122.5	0	107.5	0	110	0	0.08538589	0	30	50	44	45		
4	72.5	0	122.5	0	110	0	112.5	0	0.19200189	29.26889038	30	50	45	46		
4	72.5	0	122.5	0	112.5	0	115	0	0.18024839	44.15845108	30	50	46	47		
4	72.5	0	122.5	0	115	0	117.5	0	0.3471055	36.14830017	30	50	47	48		
4	72.5	0	122.5	0	125	0	127.5	0	-0.71480608	66.96528625	30	50	51	52		
4	72.5	0	122.5	0	127.5	0	130	0	-0.36325961	54.24271011	30	50	52	53		
4	72.5	0	122.5	0	130	0	132.5	0	-0.21011969	32.30360031	30	50	53	54		
4	72.5	0	122.5	0	132.5	0	135	0	-0.13658591	28.49053955	30	50	54	55		
4	72.5	0	122.5	0	135	0	137.5	0	-0.119889	69.05267334	30	50	55	56		
4	72.5	0	122.5	0	147.5	0	150	0	-0.0095997	0	30	50	60	61		
4	72.5	0	122.5	0	150	0	152.5	0	-0.01124383	0	30	50	61	62		
4	75	0	125	0	0	0	2.5	0	-0.00292101	0	31	51	1	2		
4	75	0	125	0	2.5	0	5	0	-0.01066548	0	31	51	2	3		
4	75	0	125	0	10	0	12.5	0	-0.06186499	0	31	51	5	6		
4	75	0	125	0	15	0	17.5	0	-0.00886679	0	31	51	7	8		
4	75	0	125	0	17.5	0	20	0	-0.02196744	0	31	51	8	9		
4	75	0	125	0	22.5	0	25	0	-0.04031654	0	31	51	10	11		
4	75	0	125	0	30	0	32.5	0	-0.00428076	0	31	51	13	14		
4	75	0	125	0	32.5	0	35	0	-0.06337936	0	31	51	14	15		
4	75	0	125	0	37.5	0	40	0	-0.1111561	0	31	51	16	17		
4	75	0	125	0	40	0	42.5	0	-0.1593717	72.8850174	31	51	17	18		
4	75	0	125	0	42.5	0	45	0	-0.00333502	0	31	51	18	19		
4	75	0	125	0	57.5	0	60	0	-0.08677439	0	31	51	24	25		
4	75	0	125	0	80	0	82.5	0	0.35273609	47.5890007	31	51	33	34		
4	75	0	125	0	100	0	102.5	0	0.06722017	0	31	51	41	42		
4	75	0	125	0	102.5	0	105	0	0.1046786	0	31	51	42	43		
4	75	0	125	0	105	0	107.5	0	0.06237078	0	31	51	43	44		
4	75	0	125	0	107.5	0	110	0	0.1271777	48.1084404	31	51	44	45		
4	75	0	125	0	110	0	112.5	0	0.06410363	0	31	51	45	46		
4	75	0	125	0	112.5	0	115	0	0.2007826	40.85042953	31	51	46	47		
4	75	0	125	0	115	0	117.5	0	0.1778246	55.83045959	31	51	47	48		
4	75	0	125	0	117.5	0	120	0	0.3045873	70.15859222	31	51	48	49		
4	75	0	125	0	127.5	0	130	0	-0.90438932	99.25411987	31	51	52	53		
4	75	0	125	0	130	0	132.5	0	-0.38071609	53.32530975	31	51	53	54		
4	75	0	125	0	132.5	0	135	0	-0.1896532	56.27009964	31	51	54	55		
4	75	0	125	0	135	0	137.5	0	-0.1931469	29.50617027	31	51	55	56		
4	75	0	125	0	147.5	0	150	0	-0.04870049	0	31	51	60	61		
4	75	0	125	0	150	0	152.5	0	-0.03741648	0	31	51	61	62		
4	80	0	130	0	0	0	2.5	0	-0.00830707	0	33	53	1	2		
4	80	0	130	0	5	0	7.5	0	-0.01371747	0	33	53	3	4		
4	80	0	130	0	7.5	0	10	0	-0.04795229	0	33	53	4	5		
4	80	0	130	0	12.5	0	15	0	-0.05654787	0	33	53	6	7		
4	80	0	130	0	15	0	17.5	0	-0.00555142	0	33	53	7	8		
4	80	0	130	0	20	0	22.5	0	-0.03896601	0	33	53	9	10		
4	80	0	130	0	25	0	27.5	0	-0.01804243	0	33	53	11	12		
4	80	0	130	0	27.5	0	30	0	-0.04775694	0	33	53	12	13		
4	80	0	130	0	35	0	37.5	0	-0.08125433	0	33	53	15	16		
4	80	0	130	0	37.5	0	40	0	-0.02795115	0	33	53	16	17		
4	80	0	130	0	40	0	42.5	0	-0.29458871	19.88529015	33	53	17	18		
4	80	0	130	0	42.5	0	45	0	-0.25585681	38.14340973	33	53	18	19		
4	80	0	130	0	47.5	0	50	0	-0.75046092	41.57373047	33	53	20	21		
4	80	0	130	0	52.5	0	55	0	-0.44807869	38.06716156	33	53	22	23		
4	80	0	130	0	57.5	0	60	0	-0.02402337	0	33	53	24	25		
4	80	0	130	0	62.5	0	65	0	-0.2069588	25.71331978	33	53	26	27		
4	80	0	130	0	72.5	0	75	0	-0.04866903	0	33	53	30	31		
4	80	0	130	0	100	0	102.5	0	0.06025442	0	33	53	41	42		
4	80	0	130	0	102.5	0	105	0	0.04100623	0	33	53	42	43		
4	80	0	130	0	105	0	107.5	0	0.101293	0	33	53	43	44		
4	80	0	130	0	107.5	0	110	0	0.02179815	0	33	53	44	45		
4	80	0	130	0	110	0	112.5	0	0.1656654	17.42222023	33	53	45	46		
4	80	0	130	0	112.5	0	115	0	0.03790773	0	33	53	46	47		
4	80	0	130	0	115	0	117.5	0	0.1547695	0	33	53	47	48		
4	80	0	130	0	117.5	0	120	0	0.1032802	0	33	53	48	49		
4	80	0	130	0	120	0	122.5	0	0.1943268	27.77845001	33	53	49	50		
4	80	0	130	0	122.5	0	125	0	0.29290679	36.18632889	33	53	50	51		
4	80	0	130	0	132.5	0	135	0	-1.96443105	22.60115051	33	53	54	55		
4	80	0	130	0	135	0	137.5	0	-0.9692328	32.34434128	33	53	55	56		
4	80	0	130	0	147.5	0	150	0	-0.02248124	0	33	53	60	61		
4	80	0	130	0	150	0	152.5	0	-0.02327818	0	33	53	61	62		
4	100	0	150	0	2.5	0	5	0	-0.01971617	0	41	61	2	3		
4	100	0	150	0	10	0	12.5	0	-0.07779703	0	41	61	5	6		
4	100	0	150	0	15	0	17.5	0	-0.00303418	0	41	61	7	8		
4	100	0	150	0	17.5	0	20	0	-0.0221596	0	41	61	8	9		
4	100	0	150	0	22.5	0	25	0	-0.03966275	0	41	61	10	11		
4	100	0	150	0	32.5	0	35	0	-0.06091142	0	41	61	14	15		
4	100	0	150	0	37.5	0	40	0	-0.01865387	0	41	61	16	17		
4	100	0	150	0	40	0	42.5	0	-0.03120589	0	41	61	17	18		
4	100	0	150	0	42.5	0	45	0	-0.01279448	0	41	61	18	19		
4	100	0	150	0	47.5	0	50	0	-0.07432345	0	41	61	20	21		
4	100	0	150	0	55	0	57.5	0	-0.04311757	0	41	61	23	24		
4	100	0	150	0	57.5	0	60	0	-0.03801103	0	41	61	24	25		
4	100	0	150	0	60	0	62.5	0	-0.01326468	0	41	61	25	26		
4	100	0	150	0	65	0	67.5	0	-0.04531987	0	41	61	27	28		
4	100	0	150	0	67.5	0	70	0	-0.00330344	0	41	61	28	29		
4	100	0	150	0	70	0	72.5	0	-0.00311858	0	41	61	29	30		
4	100	0	150	0	77.5	0	80	0	-0.1914001	94.47840118	41	61	32	33		
4	100	0	150	0	102.5	0	105	0	1.17530799	52.77067947	41	61	42	43		
4	100	0	150	0	105	0	107.5	0	0.36821339	66.8081131	41	61	43	44		
4	100	0	150	0	107.5	0	110	0	0.252049	55.81138992	41	61	44	45		
4	100	0	150	0	110	0	112.5	0	0.08640393	0	41	61	45	46		
4	100	0	150	0	112.5	0	115	0	0.1553556	0	41	61	46	47		
4	100	0	150	0	115	0	117.5	0	0.03103174	0	41	61	47	48		
4	100	0	150	0	117.5	0	120	0	0.0640367	0	41	61	48	49		
4	100	0	150	0	120	0	122.5	0	0.03008732	0	41	61	49	50		
4	100	0	150	0	122.5	0	125	0	0.06521688	0	41	61	50	51		
4	100	0	150	0	125	0	127.5	0	0.06515392	0	41	61	51	52		
4	100	0	150	0	127.5	0	130	0	0.03462721	0	41	61	52	53		
4	100	0	150	0	135	0	137.5	0	0.28637749	88.60102844	41	61	55	56		
4	7.5	0	77.5	0	0	0	2.5	0	-0.1326405	0	4	32	1	2		
4	7.5	0	77.5	0	10	0	12.5	0	0.39132011	62.15671158	4	32	5	6		
4	7.5	0	77.5	0	12.5	0	15	0	0.31739831	32.08740997	4	32	6	7		
4	7.5	0	77.5	0	15	0	17.5	0	0.1543335	0	4	32	7	8		
4	7.5	0	77.5	0	17.5	0	20	0	0.0711135	0	4	32	8	9		
4	7.5	0	77.5	0	20	0	22.5	0	0.1323161	0	4	32	9	10		
4	7.5	0	77.5	0	22.5	0	25	0	0.00810867	0	4	32	10	11		
4	7.5	0	77.5	0	25	0	27.5	0	0.06793819	0	4	32	11	12		
4	7.5	0	77.5	0	27.5	0	30	0	0.1060436	0	4	32	12	13		
4	7.5	0	77.5	0	30	0	32.5	0	0.05042156	0	4	32	13	14		
4	7.5	0	77.5	0	35	0	37.5	0	0.1340479	0	4	32	15	16		
4	7.5	0	77.5	0	37.5	0	40	0	0.5781669	110.9273987	4	32	16	17		
4	7.5	0	77.5	0	60	0	62.5	0	0.05911516	0	4	32	25	26		
4	7.5	0	77.5	0	62.5	0	65	0	0.01700872	0	4	32	26	27		
4	7.5	0	77.5	0	70	0	72.5	0	0.1357732	0	4	32	29	30		
4	7.5	0	77.5	0	80	0	82.5	0	-1.70927405	53.27209091	4	32	33	34		
4	7.5	0	77.5	0	100	0	102.5	0	-0.0189257	0	4	32	41	42		
4	7.5	0	77.5	0	102.5	0	105	0	-0.01740686	0	4	32	42	43		
4	7.5	0	77.5	0	105	0	107.5	0	-0.03070449	0	4	32	43	44		
4	7.5	0	77.5	0	107.5	0	110	0	-0.00775149	0	4	32	44	45		
4	7.5	0	77.5	0	110	0	112.5	0	-0.1133559	0	4	32	45	46		
4	7.5	0	77.5	0	115	0	117.5	0	-0.07136746	0	4	32	47	48		
4	7.5	0	77.5	0	120	0	122.5	0	-0.0278241	0	4	32	49	50		
4	7.5	0	77.5	0	125	0	127.5	0	-0.01513106	0	4	32	51	52		
4	7.5	0	77.5	0	127.5	0	130	0	-0.0227826	0	4	32	52	53		
4	7.5	0	77.5	0	130	0	132.5	0	-0.02973453	0	4	32	53	54		
4	7.5	0	77.5	0	135	0	137.5	0	-0.02662968	0	4	32	55	56		
4	7.5	0	77.5	0	147.5	0	150	0	-0.06290161	0	4	32	60	61		
4	7.5	0	77.5	0	150	0	152.5	0	-0.03510208	0	4	32	61	62		
4	12.5	0	82.5	0	0	0	2.5	0	-0.05916179	0	6	34	1	2		
4	12.5	0	82.5	0	2.5	0	5	0	-0.1396932	32.59173965	6	34	2	3		
4	12.5	0	82.5	0	5	0	7.5	0	-0.206084	44.07838821	6	34	3	4		
4	12.5	0	82.5	0	15	0	17.5	0	0.57722038	33.30768967	6	34	7	8		
4	12.5	0	82.5	0	17.5	0	20	0	0.2411546	32.97272873	6	34	8	9		
4	12.5	0	82.5	0	20	0	22.5	0	0.1933464	36.23194885	6	34	9	10		
4	12.5	0	82.5	0	22.5	0	25	0	0.08779197	52.93518829	6	34	10	11		
4	12.5	0	82.5	0	25	0	27.5	0	0.08033777	39.68149948	6	34	11	12		
4	12.5	0	82.5	0	27.5	0	30	0	0.08763868	38.32278061	6	34	12	13		
4	12.5	0	82.5	0	30	0	32.5	0	0.05997938	0	6	34	13	14		
4	12.5	0	82.5	0	32.5	0	35	0	0.01910993	0	6	34	14	15		
4	12.5	0	82.5	0	35	0	37.5	0	0.08576503	14.40618038	6	34	15	16		
4	12.5	0	82.5	0	37.5	0	40	0	0.28491089	43.78707886	6	34	16	17		
4	12.5	0	82.5	0	40	0	42.5	0	0.1748616	28.91041946	6	34	17	18		
4	12.5	0	82.5	0	42.5	0	45	0	0.2183535	58.03369904	6	34	18	19		
4	12.5	0	82.5	0	47.5	0	50	0	0.23626991	66.35801697	6	34	20	21		
4	12.5	0	82.5	0	52.5	0	55	0	0.05735753	0	6	34	22	23		
4	12.5	0	82.5	0	57.5	0	60	0	0.26767519	52.51527023	6	34	24	25		
4	12.5	0	82.5	0	65	0	67.5	0	0.06938861	0	6	34	27	28		
4	12.5	0	82.5	0	72.5	0	75	0	0.1164083	38.64733124	6	34	30	31		
4	12.5	0	82.5	0	100	0	102.5	0	-0.0465724	0	6	34	41	42		
4	12.5	0	82.5	0	102.5	0	105	0	-0.03994146	0	6	34	42	43		
4	12.5	0	82.5	0	105	0	107.5	0	-0.04467289	0	6	34	43	44		
4	12.5	0	82.5	0	107.5	0	110	0	-0.02267616	0	6	34	44	45		
4	12.5	0	82.5	0	110	0	112.5	0	-0.06201957	0	6	34	45	46		
4	12.5	0	82.5	0	115	0	117.5	0	-0.03857881	0	6	34	47	48		
4	12.5	0	82.5	0	117.5	0	120	0	-0.00378893	0	6	34	48	49		
4	12.5	0	82.5	0	120	0	122.5	0	-0.01769681	0	6	34	49	50		
4	12.5	0	82.5	0	125	0	127.5	0	-0.01230928	0	6	34	51	52		
4	12.5	0	82.5	0	127.5	0	130	0	-0.01595816	0	6	34	52	53		
4	12.5	0	82.5	0	130	0	132.5	0	-0.01934776	0	6	34	53	54		
4	12.5	0	82.5	0	135	0	137.5	0	-0.02157784	0	6	34	55	56		
4	12.5	0	82.5	0	147.5	0	150	0	-0.02661586	0	6	34	60	61		
4	12.5	0	82.5	0	150	0	152.5	0	-0.01693221	0	6	34	61	62		
4	37.5	0	107.5	0	2.5	0	5	0	-0.03653502	0	16	44	2	3		
4	37.5	0	107.5	0	10	0	12.5	0	-0.09018677	0	16	44	5	6		
4	37.5	0	107.5	0	15	0	17.5	0	-0.04393311	0	16	44	7	8		
4	37.5	0	107.5	0	17.5	0	20	0	-0.06460153	0	16	44	8	9		
4	37.5	0	107.5	0	20	0	22.5	0	-0.03044399	0	16	44	9	10		
4	37.5	0	107.5	0	22.5	0	25	0	-0.09298728	0	16	44	10	11		
4	37.5	0	107.5	0	25	0	27.5	0	-0.09136657	0	16	44	11	12		
4	37.5	0	107.5	0	27.5	0	30	0	-0.1069374	0	16	44	12	13		
4	37.5	0	107.5	0	30	0	32.5	0	-0.29727849	46.37545013	16	44	13	14		
4	37.5	0	107.5	0	40	0	42.5	0	0.04024858	0	16	44	17	18		
4	37.5	0	107.5	0	42.5	0	45	0	0.2377556	56.39955902	16	44	18	19		
4	37.5	0	107.5	0	47.5	0	50	0	0.46943131	57.3350296	16	44	20	21		
4	37.5	0	107.5	0	52.5	0	55	0	0.33936211	44.44234848	16	44	22	23		
4	37.5	0	107.5	0	57.5	0	60	0	0.43193629	47.99053955	16	44	24	25		
4	37.5	0	107.5	0	60	0	62.5	0	0.07717203	0	16	44	25	26		
4	37.5	0	107.5	0	62.5	0	65	0	0.00952665	0	16	44	26	27		
4	37.5	0	107.5	0	72.5	0	75	0	0.49673429	43.47475052	16	44	30	31		
4	37.5	0	107.5	0	77.5	0	80	0	0.31537741	31.97520065	16	44	32	33		
4	37.5	0	107.5	0	100	0	102.5	0	0.36833599	55.07011032	16	44	41	42		
4	37.5	0	107.5	0	110	0	112.5	0	-1.29214203	57.36083984	16	44	45	46		
4	37.5	0	107.5	0	112.5	0	115	0	-0.4146466	60.13114929	16	44	46	47		
4	37.5	0	107.5	0	115	0	117.5	0	-0.2317929	49.38887024	16	44	47	48		
4	37.5	0	107.5	0	117.5	0	120	0	-0.08041567	0	16	44	48	49		
4	37.5	0	107.5	0	120	0	122.5	0	-0.07587502	0	16	44	49	50		
4	37.5	0	107.5	0	122.5	0	125	0	-0.01465888	0	16	44	50	51		
4	37.5	0	107.5	0	125	0	127.5	0	-0.04689547	0	16	44	51	52		
4	37.5	0	107.5	0	127.5	0	130	0	-0.06507033	0	16	44	52	53		
4	37.5	0	107.5	0	130	0	132.5	0	-0.05357584	0	16	44	53	54		
4	37.5	0	107.5	0	132.5	0	135	0	-0.01404498	0	16	44	54	55		
4	37.5	0	107.5	0	135	0	137.5	0	-0.04839897	0	16	44	55	56		
4	37.5	0	107.5	0	147.5	0	150	0	-0.04329018	0	16	44	60	61		
4	37.5	0	107.5	0	150	0	152.5	0	-0.02988367	0	16	44	61	62		
4	47.5	0	117.5	0	0	0	2.5	0	-0.01569053	0	20	48	1	2		
4	47.5	0	117.5	0	5	0	7.5	0	-0.02040123	0	20	48	3	4		
4	47.5	0	117.5	0	7.5	0	10	0	-0.09778211	0	20	48	4	5		
4	47.5	0	117.5	0	12.5	0	15	0	-0.07151138	0	20	48	6	7		
4	47.5	0	117.5	0	15	0	17.5	0	-0.01846725	0	20	48	7	8		
4	47.5	0	117.5	0	17.5	0	20	0	-0.00274123	0	20	48	8	9		
4	47.5	0	117.5	0	20	0	22.5	0	-0.05962583	0	20	48	9	10		
4	47.5	0	117.5	0	25	0	27.5	0	-0.04927006	0	20	48	11	12		
4	47.5	0	117.5	0	27.5	0	30	0	-0.07269306	0	20	48	12	13		
4	47.5	0	117.5	0	30	0	32.5	0	-0.05863995	0	20	48	13	14		
4	47.5	0	117.5	0	32.5	0	35	0	-0.04030437	0	20	48	14	15		
4	47.5	0	117.5	0	35	0	37.5	0	-0.1841287	12.94643021	20	48	15	16		
4	47.5	0	117.5	0	52.5	0	55	0	0.05801132	0	20	48	22	23		
4	47.5	0	117.5	0	60	0	62.5	0	0.35462791	21.60213089	20	48	25	26		
4	47.5	0	117.5	0	80	0	82.5	0	0.0852851	0	20	48	33	34		
4	47.5	0	117.5	0	100	0	102.5	0	0.05811208	0	20	48	41	42		
4	47.5	0	117.5	0	102.5	0	105	0	0.06264073	0	20	48	42	43		
4	47.5	0	117.5	0	105	0	107.5	0	0.15645181	22.92167091	20	48	43	44		
4	47.5	0	117.5	0	107.5	0	110	0	0.13463759	0	20	48	44	45		
4	47.5	0	117.5	0	110	0	112.5	0	0.38561961	26.53528976	20	48	45	46		
4	47.5	0	117.5	0	120	0	122.5	0	-0.75207227	27.43668938	20	48	49	50		
4	47.5	0	117.5	0	122.5	0	125	0	-0.30659789	25.97304916	20	48	50	51		
4	47.5	0	117.5	0	125	0	127.5	0	-0.19012751	258.6126099	20	48	51	52		
4	47.5	0	117.5	0	127.5	0	130	0	-0.14358041	0	20	48	52	53		
4	47.5	0	117.5	0	130	0	132.5	0	-0.1036264	0	20	48	53	54		
4	47.5	0	117.5	0	132.5	0	135	0	-0.08486258	0	20	48	54	55		
4	47.5	0	117.5	0	135	0	137.5	0	-0.07105565	0	20	48	55	56		
4	47.5	0	117.5	0	150	0	152.5	0	-0.00380383	0	20	48	61	62		
4	50	0	120	0	2.5	0	5	0	-0.02070604	0	21	49	2	3		
4	50	0	120	0	5	0	7.5	0	-0.00254307	0	21	49	3	4		
4	50	0	120	0	10	0	12.5	0	-0.05690997	0	21	49	5	6		
4	50	0	120	0	15	0	17.5	0	-0.02220235	0	21	49	7	8		
4	50	0	120	0	17.5	0	20	0	-0.03210675	0	21	49	8	9		
4	50	0	120	0	20	0	22.5	0	-0.0075494	0	21	49	9	10		
4	50	0	120	0	22.5	0	25	0	-0.04332765	0	21	49	10	11		
4	50	0	120	0	25	0	27.5	0	-0.02206015	0	21	49	11	12		
4	50	0	120	0	27.5	0	30	0	-0.00952368	0	21	49	12	13		
4	50	0	120	0	30	0	32.5	0	-0.04375425	0	21	49	13	14		
4	50	0	120	0	32.5	0	35	0	-0.1004229	0	21	49	14	15		
4	50	0	120	0	35	0	37.5	0	-0.05586412	0	21	49	15	16		
4	50	0	120	0	80	0	82.5	0	0.01487221	0	21	49	33	34		
4	50	0	120	0	100	0	102.5	0	0.05515587	0	21	49	41	42		
4	50	0	120	0	102.5	0	105	0	0.09224969	0	21	49	42	43		
4	50	0	120	0	105	0	107.5	0	0.08464249	0	21	49	43	44		
4	50	0	120	0	107.5	0	110	0	0.1479716	82.79927063	21	49	44	45		
4	50	0	120	0	110	0	112.5	0	0.150011	99	21	49	45	46		
4	50	0	120	0	130	0	132.5	0	-0.1573953	87.73938751	21	49	53	54		
4	50	0	120	0	132.5	0	135	0	-0.08793234	0	21	49	54	55		
4	50	0	120	0	135	0	137.5	0	-0.1038743	0	21	49	55	56		
4	50	0	120	0	147.5	0	150	0	-0.03899103	0	21	49	60	61		
4	50	0	120	0	150	0	152.5	0	-0.02922149	0	21	49	61	62		
4	62.5	0	132.5	0	0	0	2.5	0	-0.01154226	0	26	54	1	2		
4	62.5	0	132.5	0	5	0	7.5	0	-0.0172656	0	26	54	3	4		
4	62.5	0	132.5	0	7.5	0	10	0	-0.02946207	0	26	54	4	5		
4	62.5	0	132.5	0	12.5	0	15	0	-0.06064783	0	26	54	6	7		
4	62.5	0	132.5	0	15	0	17.5	0	-0.00747464	0	26	54	7	8		
4	62.5	0	132.5	0	20	0	22.5	0	-0.04467049	0	26	54	9	10		
4	62.5	0	132.5	0	25	0	27.5	0	-0.02799221	0	26	54	11	12		
4	62.5	0	132.5	0	27.5	0	30	0	-0.05216638	0	26	54	12	13		
4	62.5	0	132.5	0	30	0	32.5	0	-0.02025524	0	26	54	13	14		
4	62.5	0	132.5	0	35	0	37.5	0	-0.0949475	0	26	54	15	16		
4	62.5	0	132.5	0	37.5	0	40	0	-0.38709369	9.34188747	26	54	16	17		
4	62.5	0	132.5	0	65	0	67.5	0	0.33546999	37.40937042	26	54	27	28		
4	62.5	0	132.5	0	77.5	0	80	0	0.73839009	21.60840034	26	54	32	33		
4	62.5	0	132.5	0	80	0	82.5	0	0.120018	0	26	54	33	34		
4	62.5	0	132.5	0	100	0	102.5	0	0.02957783	0	26	54	41	42		
4	62.5	0	132.5	0	102.5	0	105	0	0.01160811	0	26	54	42	43		
4	62.5	0	132.5	0	105	0	107.5	0	0.0721954	0	26	54	43	44		
4	62.5	0	132.5	0	110	0	112.5	0	0.1350385	14.35941982	26	54	45	46		
4	62.5	0	132.5	0	112.5	0	115	0	0.00988441	0	26	54	46	47		
4	62.5	0	132.5	0	115	0	117.5	0	0.1137063	0	26	54	47	48		
4	62.5	0	132.5	0	117.5	0	120	0	0.06392317	0	26	54	48	49		
4	62.5	0	132.5	0	120	0	122.5	0	0.1255502	0	26	54	49	50		
4	62.5	0	132.5	0	122.5	0	125	0	0.1479391	34.07754898	26	54	50	51		
4	62.5	0	132.5	0	125	0	127.5	0	0.48749369	58.77030945	26	54	51	52		
4	62.5	0	132.5	0	135	0	137.5	0	-3.97736812	18.93841934	26	54	55	56		
4	62.5	0	132.5	0	147.5	0	150	0	-0.06976227	0	26	54	60	61		
4	62.5	0	132.5	0	150	0	152.5	0	-0.05273245	0	26	54	61	62		
4	77.5	0	147.5	0	2.5	0	5	0	-0.02019624	0	32	60	2	3		
4	77.5	0	147.5	0	10	0	12.5	0	-0.06189756	0	32	60	5	6		
4	77.5	0	147.5	0	15	0	17.5	0	-0.00900497	0	32	60	7	8		
4	77.5	0	147.5	0	17.5	0	20	0	-0.02410191	0	32	60	8	9		
4	77.5	0	147.5	0	22.5	0	25	0	-0.03730667	0	32	60	10	11		
4	77.5	0	147.5	0	30	0	32.5	0	-0.00490445	0	32	60	13	14		
4	77.5	0	147.5	0	32.5	0	35	0	-0.05879704	0	32	60	14	15		
4	77.5	0	147.5	0	80	0	82.5	0	1.65487695	53.2717514	32	60	33	34		
4	77.5	0	147.5	0	100	0	102.5	0	0.0452136	0	32	60	41	42		
4	77.5	0	147.5	0	102.5	0	105	0	0.07276284	0	32	60	42	43		
4	77.5	0	147.5	0	105	0	107.5	0	0.01978447	0	32	60	43	44		
4	77.5	0	147.5	0	107.5	0	110	0	0.06874933	0	32	60	44	45		
4	77.5	0	147.5	0	112.5	0	115	0	0.07802269	0	32	60	46	47		
4	77.5	0	147.5	0	117.5	0	120	0	0.04566948	0	32	60	48	49		
4	77.5	0	147.5	0	120	0	122.5	0	0.01881265	0	32	60	49	50		
4	77.5	0	147.5	0	122.5	0	125	0	0.05750782	0	32	60	50	51		
4	77.5	0	147.5	0	125	0	127.5	0	0.04135205	0	32	60	51	52		
4	77.5	0	147.5	0	127.5	0	130	0	0.070579	0	32	60	52	53		
4	77.5	0	147.5	0	130	0	132.5	0	0.13056479	0	32	60	53	54		
4	77.5	0	147.5	0	132.5	0	135	0	0.1758789	75.76506805	32	60	54	55		
4	77.5	0	147.5	0	150	0	152.5	0	-2.57051301	99	32	60	61	62		
4	15	0	105	0	0	0	2.5	0	-0.04273382	0	7	43	1	2		
4	15	0	105	0	2.5	0	5	0	-0.0852989	0	7	43	2	3		
4	15	0	105	0	5	0	7.5	0	-0.1415067	31.07202911	7	43	3	4		
4	15	0	105	0	7.5	0	10	0	-0.22904991	28.56269073	7	43	4	5		
4	15	0	105	0	17.5	0	20	0	0.65166408	30.91636086	7	43	8	9		
4	15	0	105	0	20	0	22.5	0	0.35785821	33.05310822	7	43	9	10		
4	15	0	105	0	22.5	0	25	0	0.15373839	43.3835907	7	43	10	11		
4	15	0	105	0	25	0	27.5	0	0.1130787	36.90407944	7	43	11	12		
4	15	0	105	0	27.5	0	30	0	0.111669	34.73197174	7	43	12	13		
4	15	0	105	0	30	0	32.5	0	0.07141217	0	7	43	13	14		
4	15	0	105	0	32.5	0	35	0	0.01998182	0	7	43	14	15		
4	15	0	105	0	35	0	37.5	0	0.09420846	13.02525997	7	43	15	16		
4	15	0	105	0	37.5	0	40	0	0.18787619	47.79769135	7	43	16	17		
4	15	0	105	0	40	0	42.5	0	0.05325205	0	7	43	17	18		
4	15	0	105	0	42.5	0	45	0	0.03953406	0	7	43	18	19		
4	15	0	105	0	45	0	47.5	0	0.115877	46.51837921	7	43	19	20		
4	15	0	105	0	47.5	0	50	0	0.06872004	0	7	43	20	21		
4	15	0	105	0	52.5	0	55	0	0.1620461	39.25120926	7	43	22	23		
4	15	0	105	0	57.5	0	60	0	0.2350508	48.54779053	7	43	24	25		
4	15	0	105	0	62.5	0	65	0	0.1041256	52.2188797	7	43	26	27		
4	15	0	105	0	67.5	0	70	0	0.12795611	18.1110096	7	43	28	29		
4	15	0	105	0	72.5	0	75	0	0.07835448	0	7	43	30	31		
4	15	0	105	0	75	0	77.5	0	0.2433697	48.73488998	7	43	31	32		
4	15	0	105	0	77.5	0	80	0	0.05537257	0	7	43	32	33		
4	15	0	105	0	80	0	82.5	0	0.01597773	0	7	43	33	34		
4	15	0	105	0	107.5	0	110	0	-1.04319	62.5057106	7	43	44	45		
4	15	0	105	0	110	0	112.5	0	-0.4690167	48.50168991	7	43	45	46		
4	15	0	105	0	112.5	0	115	0	-0.2021202	57.2453804	7	43	46	47		
4	15	0	105	0	115	0	117.5	0	-0.1428806	45.52835083	7	43	47	48		
